Station,Lon,Lat,data
57370,112.13,31.44,131.3666667
56768,101.33,25.02,131.2666667
56876,102.46,24.17,131.2
57646,109.57,28.37,131.1666667
57647,109.11,28.09,131.0666667
56593,104.55,28.35,131.0333333
56295,104.33,30.23,131
58240,119.01,32.41,130.9
57554,110.1,29.24,130.8666667
57381,113.23,31.43,130.8
57640,109.27,28.35,130.5666667
57268,111.38,32.16,130.5333333
57913,106.59,26.27,130.5333333
56875,102.33,24.2,130.5
57519,107.05,29.09,130.5
57279,112.45,32.09,130.4666667
57416,106.56,30.2,130.4666667
58041,119.26,34.47,130.4666667
57513,106.37,29.44,130.4333333
58220,117.09,32.28,130.4333333
56778,102.41,25.01,130.4
58212,116.44,32.43,130.3666667
58250,120.09,32.31,130.2333333
57317,106.25,31.02,130.2
56669,101.4,26.03,130.1333333
58205,115.26,32.28,130.0333333
57915,106.46,26.38,130
58320,117.08,31.44,129.8666667
57544,109.27,29.28,129.7666667
56296,104.26,30.51,129.7
57359,110.44,31.21,129.7
57502,105.42,29.42,129.5333333
58316,116.57,31.28,129.5
58108,115.22,33.16,129.4666667
58436,118.59,30.37,129.4333333
56755,100.29,25.21,129.4
56287,103,29.59,129.1333333
56739,98.3,25.01,129
57545,109.25,29.31,129
58223,117.59,32.47,129
57196,114.53,33.27,128.9333333
57345,109.37,31.24,128.9333333
58148,119.18,33.14,128.8333333
57299,114.54,32.01,128.6
57395,114.07,31.34,128.6
57411,106.06,30.47,128.6
57824,107.14,26.35,128.5333333
57414,106.27,30.33,128.4333333
57447,109.28,30.17,128.4333333
56198,104.23,31.09,128.3666667
56575,102.33,27.22,128.0666667
56281,103.3,30.11,128.0333333
57625,107.27,28.33,128.0333333
58107,115.15,33.04,128
56286,104.15,30.33,127.9666667
58208,115.37,32.1,127.9666667
57297,114.03,32.08,127.9333333
57829,107.48,26.12,127.9
58314,116.19,31.24,127.7666667
57328,107.3,31.12,127.5333333
57318,106.33,31.04,127.4333333
56181,103.4,30.38,127.4
58225,117.4,32.32,127.4
58435,118.32,30.18,127.1
57713,106.53,27.42,127
57407,105.02,30.17,126.9
58118,116.33,33.17,126.9
57821,107.3,26.42,126.7
56199,104.41,31.02,126.6666667
58109,115.37,33.11,126.5666667
57405,105.33,30.3,126.4666667
57623,107.36,28.53,126.4666667
56290,104.09,30.5,126.3333333
56288,103.55,30.35,126.2333333
58128,117.18,33.19,126.2333333
57396,114.51,31.38,126.1666667
58138,118.31,32.59,126.0333333
58426,118.08,30.18,125.9666667
56196,104.44,31.27,125.7666667
57307,105.05,31.06,125.7666667
57329,107.51,31.05,125.7666667
57807,105.28,26.12,125.7
57309,105.53,30.59,125.6333333
57192,114.51,33.44,125.6
56745,99.57,25.41,125.5333333
57293,114.59,32.44,125.4666667
56772,102.3,25.14,125.4333333
57634,107.53,28.31,125.3
57420,107.12,30.45,125.2333333
58132,118.43,33.42,125.2
58202,115.35,32.38,125.1
58147,118.58,32.59,125.0666667
56775,102.27,25.33,125.0333333
57290,114.01,33,124.9333333
58251,120.17,32.51,124.9333333
56882,102.48,24.53,124.8333333
57363,111.5,31.47,124.8333333
58203,115.44,32.52,124.8333333
57195,114.37,33.37,124.8
57324,107.06,31.34,124.8
56187,103.5,30.42,124.7666667
57543,110.02,29.54,124.7666667
57805,105.46,26.41,124.7666667
56279,102.56,30.09,124.7333333
57253,110.49,32.51,124.7333333
57402,105.42,30.46,124.7
56373,102.51,29.47,124.6333333
56584,103.15,27.42,124.5666667
57438,108.07,30,124.5
57822,107.54,26.54,124.4666667
57832,108.4,26.58,124.4666667
56841,98.41,24.36,124.4
58210,116.16,32.37,124.4
57603,105.5,28.49,124.2666667
58215,116.47,32.33,124.1333333
57326,107.43,31.22,124.1
56272,103.53,30.49,124.0666667
58234,118.25,32.28,124
56891,104.19,24.59,123.8333333
57813,106.28,26.34,123.8
58135,118.13,33.27,123.7666667
57314,106.04,31.21,123.6666667
56764,101.14,25.32,123.6333333
56757,100.17,25.16,123.5333333
57292,114.38,32.58,123.5333333
58255,120.34,32.22,123.5
58102,115.46,33.52,123.4333333
57306,105.58,31.35,123.4
58116,116.5,33.59,123.3333333
56371,102.14,29.55,123.3
57722,107.28,27.46,123.3
56195,104.44,31.47,123.2666667
57294,114.01,32.5,123.2333333
57536,108.47,29.32,123.1666667
57714,106.14,27.28,123.0666667
57271,112.23,32.33,123.0333333
58100,115.1,33.39,122.9666667
57541,109.29,30,122.9333333
57085,113.22,34.33,122.8666667
57814,106.16,26.25,122.8333333
57720,107.1,27.53,122.7666667
56746,99.31,25.28,122.7333333
56862,101.36,24.41,122.3333333
56751,100.11,25.42,122.2666667
57186,114,33.35,122.2
57320,107.14,31.56,122.2
56761,101.19,25.43,122.0666667
56671,102.15,26.39,122
56291,104.17,30.58,121.9666667
56280,103.07,30.05,121.9333333
57308,105.23,31.13,121.9333333
56863,102.29,24.56,121.9
56783,103.48,25.3,121.8666667
57273,112.51,32.41,121.8333333
57505,105.36,29.25,121.8
57313,106.46,31.52,121.5666667
58222,117.33,32.52,121.5
53982,113.16,35.14,121.4666667
58129,117.53,33.08,121.4666667
57426,107.48,30.41,121.4
57303,105.55,31.44,121.3666667
57197,114.2,33,121.3333333
57198,114.37,33.33,121.2666667
56186,104.12,31.2,121.1333333
57710,106.24,27.48,121.1333333
57723,107.43,27.59,121.1
58145,119.1,33.32,121.1
57194,114.16,33.17,121.0333333
56871,102.36,24.39,120.9666667
58122,116.59,33.38,120.8666667
57304,105.1,31.4,120.8
58117,116.12,33.08,120.8
58141,119.01,33.38,120.8
56742,99.22,25.54,120.7666667
58146,119.48,33.29,120.6666667
57295,114.21,32.37,120.5333333
56788,103.4,25.02,120.5
56189,103.56,30.59,120.4666667
56278,102.46,30.04,120.3666667
57285,113.25,32.23,120.2
56843,99.37,24.5,120.0666667
57184,113.22,33.38,120.0333333
57274,112.07,32.42,119.9666667
57182,113.3,33.51,119.9333333
57206,105.51,32.26,119.7666667
57633,108.46,28.5,119.7666667
56774,102.25,25.32,119.7333333
58139,118.53,33.18,119.7333333
57087,113.48,34.12,119.6
56886,103.46,24.32,119.5333333
57816,106.44,26.35,119.5333333
57361,111.16,31.53,119.3
58044,119.1,34.35,119.3
57188,114.02,33.22,119.0333333
57177,113.32,33.2,118.9666667
56188,103.4,30.59,118.8666667
57217,106.17,32.14,118.8666667
58104,115.04,33.24,118.6666667
56675,102.35,26.39,118.6333333
57811,106.36,26.51,118.6
58114,116.12,33.29,118.5666667
57081,113.26,34.48,118.2666667
57718,106.44,27.06,118.2666667
56756,100.35,25.29,118.2333333
57261,111.3,33.08,118.1
57445,109.43,30.36,118.1
57806,105.54,26.15,117.8333333
58423,117.47,30.29,117.8333333
57717,106.49,27.32,117.6666667
57075,112.5,34.11,117.3666667
56194,104.28,31.5,117.3
53979,113.03,35.11,117.2666667
57828,107.35,26.3,117.2666667
57189,113.57,33.08,116.9666667
58130,117.55,33.53,116.9666667
57256,110.47,32.39,116.9
57178,112.35,33.02,116.8333333
58150,120.15,33.46,116.7333333
57803,106.01,27.02,116.7
58154,120.12,33.26,116.7
56781,103.16,25.33,116.6666667
58158,120.29,33.12,116.6
56190,104.25,31.39,116.4666667
57281,113.18,32.42,116.4
57900,105.13,25.5,116.4
57606,106.5,28.08,116.3
57082,113.01,34.28,116.2333333
58143,119.51,33.48,116.2333333
58049,119.49,34.02,115.8666667
57156,111.3,33.18,115.7666667
57099,114.51,34.04,115.7
57169,111.52,33.03,115.7
56197,104.11,31.08,115.6
58126,117.52,33.28,115.6
56785,103.02,25.2,115.5333333
57083,113.39,34.43,115.4666667
57074,112.25,34.25,115.4
58140,119.16,33.47,115.1666667
57911,106.39,26.4,115.1333333
54857,120.2,36.04,115.0666667
56792,104.58,25.47,115.0333333
57712,106.57,27.44,114.8333333
57193,114.31,33.47,114.7
54919,117,35.25,114.6333333
57800,105.22,26.46,114.6333333
58048,119.21,34.06,114.5333333
57191,114.29,34.29,114.4333333
57242,109.22,32.51,114.2666667
56786,103.5,25.35,114.2333333
56649,99.58,26.07,114.2
57185,113.35,33.27,114.2
56883,103.59,24.5,114.1
54945,119.32,35.26,113.5333333
56790,104.15,25.4,113.5333333
58111,116.27,33.58,113.5333333
57458,110.4,30.12,113.5
57187,112.56,33.04,113.4666667
57180,113.12,33.59,113.4
57257,110.14,32.14,113.3666667
58125,117.33,33.33,113.3666667
58317,116.22,30.52,113.3666667
57091,114.18,34.47,113.3333333
57088,113.3,34.09,113.2666667
57086,113.43,34.23,113.1333333
57089,113.52,34.02,113.1333333
57315,106.24,31.32,112.8
58931,118.06,25.43,112.8
58026,117.57,34.18,112.6666667
58013,116.55,34.43,112.6
57065,112.11,34.3,112.5666667
57208,105.28,32.01,112.5333333
58021,117.17,34.47,112.5
57162,112.05,34.09,112.4666667
57254,110.07,32.49,112.4333333
58040,119.07,34.5,112.4333333
56767,101.17,25.11,112.2333333
58017,116.08,34.15,112.1
56793,104.28,25.43,111.8
58047,119.14,34.18,111.7666667
57216,106.5,32.21,111.7333333
58131,118.16,33.59,111.2
56273,102.49,30.23,111.0333333
57181,113.03,33.53,111.0333333
56533,98.4,27.45,110.8666667
57078,112.28,34.09,110.8333333
57094,114.13,34.24,110.8333333
57093,114.49,34.51,110.5666667
54765,121.24,37.32,110.5
53972,112.55,35.07,110.4333333
58036,118.44,34.31,110.4333333
57080,112.58,34.44,110.2
57259,110.46,32.02,110.1333333
57742,109.12,27.31,110.0666667
57190,114.24,33.45,109.9333333
57247,108.54,32.19,109.8333333
57071,112.26,34.49,109.7666667
58027,117.09,34.17,109.7333333
54776,122.41,37.24,109.6333333
54774,122.08,37.28,109.5666667
58101,115.29,33.52,109.4
54853,120.25,36.1,109.2
54646,118.25,38.27,109.1333333
57183,113.55,33.48,108.9
57072,112.45,34.55,108.8333333
57079,113.06,34.57,108.7666667
53987,113.25,35.06,108.7
57176,112.25,33.29,108.6333333
54927,117.08,35.07,108.5333333
57090,113.58,34.43,108.5333333
57098,114.24,34.05,108.5333333
54830,118,36.5,108.5
57179,113,33.17,108.4666667
57175,112.14,33.03,108.4
58016,116.58,34.11,108.4
58020,117.08,34.51,108.3333333
58113,116.47,33.56,108.3333333
53988,113.4,35.16,108.2666667
56582,103.54,27.45,108.1333333
57251,110.25,33,108
58012,116.35,34.41,107.9666667
56474,102.1,28.33,107.9333333
58045,119.34,34.12,107.9333333
53989,113.57,35.03,107.9
54823,117.03,36.36,107.9
58035,118.21,34.21,107.9
53984,113.25,35.14,107.8666667
57248,109.2,32.24,107.8333333
57540,109.09,29.41,107.6333333
57096,114.47,34.32,107.5666667
54751,120.43,37.56,107.5333333
58003,115.53,34.57,107.5333333
58038,118.45,34.06,107.5333333
54917,116.19,35.07,107.5
58007,115.18,34.04,107.5
57173,112.53,33.45,107.3666667
53997,114.11,35.09,107.2
56598,104.44,27.08,107.2
58011,116.04,34.48,107.2
58022,117.48,34.46,107.1666667
53986,113.53,35.19,106.9666667
57728,107.28,27.04,106.9666667
56782,103.33,25.25,106.8666667
57237,108.02,32.04,106.7666667
56193,104.31,32.25,106.6333333
57231,108.32,32.32,106.5333333
53894,114.13,36.25,106.4333333
56192,104.4,32.57,106.1333333
56459,101.16,27.56,105.9666667
58005,115.4,34.27,105.7333333
56441,99.17,28.43,105.6333333
57070,112.09,34.43,105.5
54818,116.26,36.17,105.1666667
56183,103.35,31.28,105.1333333
53992,114.33,35.41,105.0333333
56485,103.35,28.16,105.0333333
56478,102.26,28.18,104.6666667
56096,104.55,33.24,104.6333333
53892,114.28,36.37,104.5333333
56697,104.05,26.13,104.3666667
58025,117.44,34.34,104.3666667
57095,114.09,34.07,104.3
56596,105.03,27.51,104.2
54727,117.33,36.42,104.1666667
53978,112.38,35.05,104.1333333
57076,112.49,34.43,104.1
53985,113.49,35.27,104.0333333
58024,117.35,34.52,103.9666667
58001,115.06,34.26,103.9
57390,114.04,31.48,103.5666667
54815,116.14,36.2,103.3666667
58002,115.34,34.5,103.1666667
57066,111.4,34.23,103.0666667
54943,120,35.53,102.9333333
54939,118.5,35.15,102.8333333
58004,115.09,34.39,102.6333333
53974,114.11,35.37,102.3666667
53890,114.09,36.41,101.9333333
53998,114.39,35.12,101.9333333
54906,115.26,35.15,101.7
57127,107.02,33.04,101.6333333
54825,117.5,36.31,101.6
54907,116.39,34.59,101.5666667
56654,100.11,26.35,101.5
58006,115.53,34.23,101.4
58008,115.2,34.28,101.2333333
57719,106.58,27.04,101.1666667
54822,117.44,36.54,100.9666667
54829,117.52,36.49,100.9
58015,116.2,34.26,100.8
57249,109.41,32.19,100.5333333
58034,118.19,34.36,100.5333333
57707,105.17,27.18,100.5
56684,103.17,26.25,100.2
54905,115.55,35.36,100.1333333
54925,117.37,35.3,100.0333333
54938,118.24,35.03,100
57233,108.3,32.54,99.93333333
54940,119.12,35.45,99.86666667
57245,109.02,32.43,99.86666667
54909,115.33,35.06,99.83333333
56693,104.52,26.35,99.83333333
54921,116.26,35.28,99.6
54753,120.19,37.37,99.5
54918,116.59,35.36,99.46666667
53798,114.3,37.04,99.26666667
56872,102.37,24.57,99.13333333
58030,118.06,34.54,99.13333333
58032,118.39,34.56,99.06666667
56651,100.13,26.52,98.93333333
57154,110.54,33.32,98.9
57232,108.16,33.03,98.86666667
53991,114.21,35.56,98.83333333
57204,105.14,32.35,98.76666667
54929,117.57,35.15,98.73333333
56263,101.53,30.53,98.66666667
56475,102.31,28.39,98.6
54816,116.47,36.37,98.33333333
57036,108.56,34.18,98.16666667
53994,114.04,35.23,98.1
54871,122.26,36.55,97.9
57614,106.13,28.2,97.86666667
57238,107.54,32.32,97.83333333
56652,100.45,26.41,97.8
58506,115.59,29.35,97.8
54752,120.46,37.48,97.6
57776,112.42,27.18,97.56666667
53889,113.49,36.04,97.4
53983,114.25,35.02,97.36666667
53698,114.25,38.02,97.26666667
54911,116.27,35.56,97.26666667
57333,108.4,31.57,97.2
54714,116.19,37.26,97.1
57213,106.56,33,97.06666667
54848,119.25,35.59,97.03333333
54846,119.43,36.23,96.8
57129,107.43,32.59,96.76666667
54749,119.56,37.11,96.7
54811,116.38,36.56,96.66666667
54832,118.43,36.53,96.5
57032,108.12,34.06,96.36666667
54824,117.57,36.38,96.23333333
54736,118.4,37.26,95.83333333
57119,106.42,33.1,95.76666667
57128,107.2,33.1,95.73333333
57132,108.37,34.07,95.7
57126,107.33,33.13,95.5
54908,115.05,35.17,95.4
54920,117.18,35.39,95.36666667
54804,115.08,36.18,95.3
54922,117.47,35.53,95.23333333
53691,114.34,38.09,95.1
54831,118.28,36.42,95.1
54833,118.05,36.59,95.03333333
57106,106.09,33.19,94.86666667
54737,118.09,37.09,94.8
54849,120,36.16,94.73333333
54923,117.55,35.43,94.43333333
54764,121.15,37.3,94.2
57063,111.46,34.46,93.76666667
54915,116.36,35.27,93.56666667
54903,115.29,35.51,93.43333333
57708,105.36,27.09,93.4
54900,115.01,35.42,93.26666667
54809,115.17,36.33,93.1
54863,121.11,36.46,92.96666667
53789,114.38,37.53,92.9
54819,116.47,36.11,92.86666667
54912,116.29,35.43,92.86666667
54814,116.13,36.35,92.76666667
54932,118.41,35.47,92.76666667
54855,120.28,36.23,92.43333333
54777,122.04,37.13,92.4
53893,114.57,36.46,92.3
53968,111.4,35.17,92.3
57054,110.14,34.33,92.26666667
53993,114.55,35.56,92.06666667
54914,116.06,35.25,91.96666667
57439,108.56,30.17,91.93333333
54778,122.23,37.1,91.9
53795,114.22,37.39,91.66666667
54704,115.34,37.33,91.66666667
54812,116.45,36.47,91.66666667
54828,117.41,36.14,91.63333333
54766,121.25,37.23,91.5
57153,110.2,33.41,91.5
53895,114.3,36.46,91.36666667
54820,115.1,36.49,91.3
54935,118.28,35.32,91.3
53996,114.42,36.27,91
53897,114.23,36.23,90.96666667
53693,114.08,38.02,90.8
54744,118.32,37.36,90.73333333
57051,111.12,34.48,90.66666667
57131,108.58,34.26,90.66666667
57052,110.27,34.53,90.6
53995,114.3,35.33,90.26666667
54706,115.4,37.05,90.23333333
57045,109.29,34.31,90.1
53773,114.37,36.2,90.06666667
54623,117.43,39.03,89.96666667
54579,122.35,39.16,89.83333333
54834,118.18,36.5,89.53333333
54803,116.01,36.58,89.33333333
53896,114.57,36.21,89.2
54662,121.38,38.54,89.13333333
53799,115.02,37.13,89.1
54660,121.14,38.49,89.1
54817,115.52,35.59,89.06666667
57362,110.4,31.45,89
53680,114.23,38.18,88.96666667
53898,114.24,36.03,88.96666667
54936,118.5,35.35,88.93333333
54712,116.52,37.11,88.86666667
57343,109.32,31.54,88.76666667
54701,115.12,37.56,88.66666667
54807,115.48,36.08,88.63333333
54808,115.4,36.14,88.53333333
53948,109.35,34.57,88.5
54837,118.5,36.42,88.43333333
54725,117.32,37.29,88.4
53689,115.04,38.01,88.26666667
54722,117.37,37.45,88.2
53957,110.43,35.37,88.13333333
53792,114.29,37.27,87.96666667
54517,117.12,39.04,87.96666667
54709,116.04,37.13,87.96666667
57077,111.36,33.47,87.96666667
56487,103.08,28.2,87.76666667
54901,115.1,36.05,87.63333333
56097,104.14,33.16,87.6
54645,117.28,38.51,87.5
54916,116.51,35.34,87.5
57061,111.12,34.5,87.36666667
54805,115.27,36.29,87.16666667
54841,119.24,36.52,87.13333333
54731,118.13,37.29,87.03333333
54711,116.17,37.42,86.83333333
53790,114.37,37.36,86.73333333
57044,109.14,34.24,86.7
57020,107.24,34.22,86.63333333
54835,118.33,36.3,86.56666667
57016,107.08,34.21,86.56666667
54640,114.52,36.55,86.5
54913,116.49,35.45,86.3
54842,119.56,36.46,86.23333333
54902,115.07,35.54,86.2
56094,104.22,33.47,86.13333333
53980,114.48,36.33,86.03333333
57038,108.27,34.17,85.96666667
57040,109.05,34.31,85.73333333
54800,115.15,36.59,85.63333333
53886,113.4,36.34,85.6
56646,99.55,26.32,85.6
53899,114.58,36.29,85.53333333
56565,101.31,27.26,85.43333333
56585,103.32,27.11,85.33333333
54802,115.42,36.49,85.06666667
53955,110.27,35.28,84.96666667
53694,114.13,38.16,84.86666667
54738,118.21,37.03,84.83333333
54910,116.05,35.48,84.76666667
56434,97.28,28.39,84.76666667
57211,106.15,32.5,84.5
54608,115.33,38,84.36666667
54729,117.51,37.11,84.16666667
53781,114.28,36.52,84
57035,108.14,34.33,83.86666667
56586,103.43,27.21,83.83333333
54730,118.08,37.41,83.73333333
54806,115.58,36.25,83.63333333
54861,121.32,36.56,83.56666667
54705,115.23,37.22,83.53333333
54827,117.09,36.1,83.43333333
56595,104.52,27.26,83.4
54718,116.26,37.09,83.33333333
57143,109.58,33.52,83.33333333
57056,110.51,34.32,83.2
57039,108.55,34.09,83.1
54631,115.09,37.04,83.03333333
57144,109.09,33.26,83.03333333
54843,119.11,36.45,83
56178,102.21,31,83
54810,116.16,36.52,82.9
54844,119.1,36.25,82.9
54431,116.38,39.55,82.76666667
54734,118.01,37.22,82.7
54710,116.1,37.52,82.66666667
57033,108.49,34.33,82.63333333
54851,120.31,36.53,82.46666667
54707,115.59,37.21,82.43333333
54723,117.34,37.39,82.36666667
54628,117.29,38.09,82.33333333
54732,118.31,37.52,81.93333333
54801,115.29,36.51,81.9
54624,117.21,38.22,81.86666667
53794,114.45,37.21,81.73333333
57026,107.53,34.22,81.7
54618,116.33,38.05,81.66666667
54622,117.22,38.59,81.13333333
54852,120.44,36.58,81.13333333
54568,121.42,39.05,81.06666667
54717,116.24,37.38,81
54703,115.53,37.48,80.96666667
54755,120.23,37.22,80.9
57155,109.52,33.33,80.83333333
54702,115.42,37.44,80.76666667
53883,114.42,37.08,80.66666667
53976,112.5,35.31,80.56666667
54759,120.49,37.18,80.46666667
54836,118.09,36.11,80.46666667
54716,116.48,37.39,80.4
57043,109.58,34.48,80.1
57029,108.29,34.3,80.03333333
54602,115.31,38.51,80
56247,99.06,30,79.86666667
57037,108.59,34.56,79.83333333
54724,117.1,37.2,79.7
57034,108.13,34.15,79.66666667
53688,114.33,38.27,79.6
53695,114.41,38.21,79.4
57042,109.11,34.47,79.33333333
54632,115.02,37.04,79.3
56691,104.17,26.52,79.3
53954,110.57,35.35,79.23333333
53891,114.41,37.01,79.1
53699,114.57,38.11,79.06666667
54719,116.41,38.02,79.06666667
54713,116.32,37.53,78.96666667
57027,107.44,34.16,78.9
53697,114.5,38.02,78.6
53696,115,38.31,78.53333333
54633,115.14,37.31,78.5
53964,111.13,35.37,78.23333333
54616,116.51,38.21,78.2
57067,111.02,34.03,78.13333333
54526,117.25,39.04,78.03333333
53959,111.03,35.03,78
57049,109.44,34.31,78
53784,114.47,37.45,77.86666667
53797,114.31,37.17,77.4
54715,116.34,37.2,77.16666667
57134,107.59,33.31,77.16666667
54611,115.19,38.56,77
54617,116.07,38.11,76.9
54609,115.31,38.14,76.83333333
54726,117.11,37.43,76.8
57048,108.43,34.24,76.8
57055,110.05,34.33,76.8
54540,119.1,39.43,76.63333333
56548,99.17,27.1,76.6
54627,117.14,38.02,76.53333333
54604,115.2,38.25,76.06666667
57137,108.19,33.19,76.06666667
57047,109.19,34.1,75.86666667
54615,116.5,38.35,75.76666667
56567,100.51,27.18,75.73333333
57024,107.39,34.27,75.7
53796,114.53,37.37,75.4
53868,111.3,36.04,75.33333333
54534,118.09,39.4,75.3
54621,115.11,38.11,75.26666667
53791,114.36,37.44,75.2
54511,116.28,39.48,75.1
56479,102.51,28,75.03333333
53692,114.59,38.44,74.7
57084,113.03,34.3,74.7
56180,103.51,31.41,74.56666667
54612,116.27,38.52,74.26666667
54821,117.07,36.59,74.2
53962,111.42,35.44,74.1
54499,116.13,40.13,74.03333333
54619,116.55,38.55,73.7
54513,116.12,39.57,73.66666667
57102,105.43,33.45,73.6
53785,114.4,37.31,73.53333333
54529,117.49,39.21,73.53333333
54708,115.44,37.3,73.5
53975,112.24,35.29,73.4
56168,102.04,31.29,73.26666667
54535,118.27,39.17,73
53950,110.09,35.14,72.86666667
54428,117.24,40.02,72.76666667
53958,110.47,35.08,72.66666667
53949,109.55,35.11,72.46666667
54644,117.05,38.03,72.36666667
54700,115.59,38.02,72.36666667
56184,103.1,31.26,72.26666667
57025,107.23,34.31,72.23333333
54610,116.06,38.44,71.96666667
54626,115.49,38.25,71.9
53596,115.09,38.5,71.76666667
54503,115.51,39.03,71.6
53782,113.33,37.51,71.33333333
54530,117.46,39.14,71.33333333
54636,116.06,38.59,71.26666667
54728,117.23,37.46,71.03333333
54527,117.04,39.05,71
57110,106.05,33.47,70.96666667
57111,106.18,33.55,70.96666667
53965,111.34,35.31,70.63333333
54533,118.07,39.33,70.6
54507,115.3,39.21,70.26666667
53963,111.22,35.39,70.23333333
54505,116.07,39.55,70
56645,99.25,26.25,69.7
57105,105.36,33.2,69.53333333
57113,106.32,33.54,69.43333333
57021,107.08,34.39,69.4
54521,116.59,39.46,69.26666667
54539,118.53,39.26,69.2
54606,115.44,38.14,69.13333333
57060,111.14,35.1,69.1
57124,106.56,33.38,68.66666667
54399,116.17,39.59,68.56666667
53941,109.35,35.11,68.36666667
54518,116.23,39.07,68.33333333
53961,111.29,35.39,68.23333333
53690,114.11,38.51,67.9
57140,109.07,33.4,67.73333333
54614,116.05,38.27,67.7
54514,116.15,39.52,67.66666667
53966,111.5,35.59,67.63333333
54433,116.29,39.57,67.56666667
56443,99.48,28.56,67.43333333
54620,115.34,38.29,67.33333333
54601,115.39,39.01,67.2
54515,116.42,39.3,67
56580,102.48,27.43,66.76666667
57053,110.43,34.42,66.7
53967,111.12,35.2,66.43333333
54596,116.08,39.45,66.36666667
53869,111.43,36.35,66.26666667
54531,118.43,39.44,66.23333333
53866,111.4,36.14,66.2
53687,113.38,37.47,66.1
54613,116.37,38.42,65.96666667
57006,105.45,34.35,65.63333333
54528,117.08,39.14,65.43333333
57057,110.09,34.06,65.4
57030,108.09,34.42,65.23333333
56312,94.2,29.4,64.86666667
57003,106.5,34.54,64.86666667
54512,116.17,39.26,64.26666667
53956,110.5,35.24,63.93333333
56228,96.55,30.03,63.6
54532,118.06,39.48,63.46666667
54603,115.46,38.43,63.36666667
54541,119.15,39.53,63.23333333
53945,109.04,35.26,62.96666667
54520,117.05,39.58,62.36666667
54607,115.07,38.43,62.16666667
53878,113.23,36.31,62.06666667
53865,111.33,36.39,61.73333333
54398,116.37,40.08,61.56666667
54594,116.21,39.43,61.46666667
54449,119.31,39.51,61
54523,117.01,39.23,60.9
53863,111.55,37.02,60.86666667
51704,76.1,39.43,60.83333333
54438,118.52,39.53,60.43333333
53947,109.04,35.05,60
54437,118.39,39.3,60
54506,115.51,39.2,59.93333333
57014,105.52,34.34,59.13333333
56317,94.13,29.13,58.8
54525,117.17,39.44,58.66666667
54424,117.06,40.09,58.53333333
54563,122.01,39.38,58.53333333
53970,112.12,35.42,58.43333333
54510,116.59,39.54,58.23333333
54605,115.56,38.56,58.13333333
54522,117.44,39.53,57.86666667
54419,116.38,40.22,57.63333333
51709,75.59,39.28,57.56666667
53942,109.3,35.49,57.56666667
58437,118.09,30.08,57.06666667
53973,112.57,35.46,57.03333333
54575,122.22,39.25,56.86666667
51828,79.56,37.08,56.83333333
54569,121.58,39.24,56.76666667
57031,108.33,34.49,56.16666667
56267,101.01,30.02,56.1
53874,111.55,36.16,55.8
57002,105.4,34.52,55.73333333
54339,123,41.05,55.46666667
53679,112.33,37.44,55.23333333
53770,112.21,37.21,54.83333333
57001,105.2,34.45,54.73333333
53879,112.53,36.19,54.33333333
54475,122.29,40.37,54.26666667
53768,111.45,37.09,54.06666667
53682,114.41,38.38,53.96666667
56227,95.46,29.52,53.8
53873,112.52,36.07,53.73333333
54429,117.57,40.12,53.63333333
56095,104.23,34.02,53.53333333
57023,108.06,35.02,53.26666667
54502,116.02,39.29,53.2
53882,113.04,36.03,52.8
54519,116.29,39.18,52.6
56307,92.35,29.09,52.4
54597,115.44,39.44,52.23333333
54453,120.53,40.47,52
51802,76.1,38.56,51.86666667
53778,112.13,37.1,51.33333333
56462,101.3,29,51.3
55598,91.46,29.15,51.06666667
53923,107.38,35.44,50.93333333
51814,77.24,37.55,50.9
54590,124.1,39.53,50.9
57007,105.11,34.11,50.4
53861,111.25,35.53,50.3
54454,120.21,40.21,49.8
54455,120.42,40.35,49.7
54471,122.16,40.4,49.53333333
53928,107.01,35.18,49.5
53862,111.46,36.5,49.4
53953,110.51,35.58,49.36666667
53774,112.2,37.37,48.83333333
53771,112.03,37.27,48.33333333
53777,112.09,37.32,48.23333333
53935,108.21,35.3,47.86666667
53859,110.4,36.06,47.6
53769,111.47,37.15,47.53333333
53880,113.14,36.2,47.53333333
56185,102.59,32.05,47.53333333
54408,115.13,40.23,47.43333333
51573,89.12,42.56,47.33333333
53685,113.25,38.04,46.96666667
54439,118.43,40.01,46.93333333
54337,121.07,41.08,46.4
53888,113.26,36.12,46.2
54497,124.2,40.03,46.13333333
53772,112.33,37.47,45.83333333
54330,121.22,41.1,45.83333333
53857,110.11,36.04,45.7
53981,113.16,35.47,45.36666667
54405,115.3,40.24,45.36666667
53845,109.3,36.36,45.13333333
53783,113.42,37.36,45.03333333
54584,122.57,39.43,45.03333333
53934,108.01,35.49,44.96666667
54421,117.07,40.39,44.96666667
51826,80.48,37.01,44.63333333
53756,110.43,37.31,44.5
53915,106.4,35.33,44.3
57004,104.53,34.44,44.23333333
51707,76.44,39.3,44.13333333
54474,122.21,40.25,43.96666667
57022,107.47,34.41,43.96666667
54470,122.04,41.01,43.9
54476,122.09,40.1,43.9
51818,78.17,37.37,43.8
54416,116.52,40.23,43.46666667
53677,112.29,37.56,43.43333333
57008,105.18,34.02,43.36666667
55591,91.08,29.4,43.3
53885,113.12,36.08,43.16666667
51572,89.15,42.5,42.93333333
53776,112.46,37.41,42.86666667
53856,110.45,36.28,42.43333333
